id,release_year,main_genre,director,vote_average,vote_count,profit
510,1975,Drama,Miloš Forman,8.2,2919,105981275
362105,2015,Comedy,Peter DeLuise,6.9,35,-4400000
10970,1976,Comedy,Mel Brooks,6.7,78,0
375290,2016,Thriller,Raja Menon,7.3,57,27500000
17663,1985,Drama,Kevin Sullivan,8.2,68,0
270938,2014,Adventure,Ernie Barbarash,5.5,71,0
116613,2012,Action,Nick Love,5.7,109,2563661
11826,2000,Crime,Jonathan Glazer,7.0,217,-5000000
29920,2010,Drama,Daniel Espinosa,6.5,63,0
1088,2003,Drama,Niki Caro,7.1,111,33400000
26379,2009,Drama,,6.6,19,-3250000
34069,2009,Thriller,Ivan Engler,5.9,140,0
10947,2006,Comedy,Kenny Ortega,6.1,1000,-4200000
47452,1997,Drama,Richard Kwietniowski,6.9,11,0
3040,2004,Fantasy,Timur Bekmambetov,6.3,210,27800000
11386,1992,Romance,Neil Jordan,6.9,176,58843409
10246,1981,Comedy,Bob Clark,6.1,183,121728258
29426,2010,Horror,George A. Romero,4.6,116,-4000000
10331,1968,Horror,George A. Romero,7.5,580,29886000
153,2003,Drama,Sofia Coppola,7.3,1895,115723856
703,1977,Comedy,Woody Allen,7.8,1010,34251425
27191,1952,Action,Cecil B. DeMille,6.6,50,32000000
1365,2001,Drama,Marc Forster,6.5,250,40909486
287424,2015,Horror,Henry Hobson,5.2,593,-3812888
451,1995,Drama,Mike Figgis,7.1,360,46200000
165864,2013,Horror,Duane Journey,4.8,67,-4500000
987,1974,Romance,Billy Wilder,6.9,68,-4000000
241251,2015,Thriller,Rob Cohen,4.1,1022,48425855
40494,1956,Drama,Carol Reed,6.4,22,10400000
39781,2010,Comedy,Lisa Cholodenko,6.5,506,31205850
8337,1988,Action,John Carpenter,7.1,550,9008928
5925,1963,Adventure,John Sturges,7.8,717,7744471
8357,2004,Documentary,William Arntz,5.8,34,10000000
146203,2013,Horror,Ed Gass-Donnelly,4.4,203,10179302
85350,2014,Drama,Richard Linklater,7.5,1971,40349000
512,2006,Comedy,Woody Allen,6.4,420,27584901
13408,2001,Action,DJ Pooh,5.3,26,3229331
47816,2000,Action,DJ Pooh,5.9,15,3000000
10744,2003,Drama,Wayne Kramer,6.7,89,-32000000
11536,1961,Drama,John Huston,6.8,72,4200000
9782,2006,Drama,Patrick Stettner,5.5,57,0
18713,1995,Comedy,James Melkonian,4.8,10,0
6537,2007,Horror,Juan Antonio Bayona,7.1,633,44000000
184345,2014,Comedy,Michael Tiddes,5.4,346,0
1809,2002,Comedy,Roger Avary,6.3,168,-4000000
2370,1969,Action,Alfred Hitchcock,6.1,77,2000000
9809,2006,Comedy,Bob Odenkirk,5.5,69,630045
5,1995,Crime,Allison Anders,6.5,530,300000
11013,2002,Comedy,Steven Shainberg,6.7,376,5304609
19153,2003,Documentary,Rick de Oliveira,3.3,8,0
10132,1988,Drama,Oliver Stone,6.7,46,-531428
16448,1996,Music,Christopher Guest,7.3,63,0
15122,1999,Comedy,Jeff Franklin,5.4,11,0
8141,2007,Comedy,John Dahl,6.2,80,-1573149
1546,2005,Comedy,Mike Mills,6.1,67,1919197
48572,2011,Horror,Kevin Smith,5.9,316,-2895318
14517,2005,Fantasy,Dave McKean,6.6,102,-3133001
89708,2011,Drama,Ron Fricke,8.0,167,-4000000
27551,1987,Fantasy,Ruggero Deodato,5.1,8,0
64678,2011,Drama,Gavin Wiesen,6.5,415,1406224
309503,2015,Thriller,Mora Stephens,5.5,58,0
14293,2002,Comedy,Mars Callahan,6.5,25,0
15059,1999,Drama,Mike Figgis,5.2,9,-4000000
103328,2012,Drama,Leos Carax,6.9,228,641100
157847,2014,Drama,David Gordon Green,6.5,338,-1634533
25719,1997,Crime,Stefan Schwartz,7.0,23,-2697796
48309,1988,Crime,Renny Harlin,6.7,27,-945296
27723,2000,Comedy,Robert Lee King,6.0,26,-1500000
20468,1999,Comedy,Kevin Allen,5.8,6,0
242575,2013,Drama,Jorge Ramírez Suárez,8.1,18,-4000000
44945,2010,Crime,David Schwimmer,6.6,307,-9380000
29122,2000,Comedy,Barry Levinson,6.0,1,0
125123,1998,Comedy,Sam Miller,4.5,2,0
111190,2013,Drama,Anne Fontaine,6.1,291,-15681018
133575,1999,Drama,Dan Ireland,4.2,5,-4000000
54580,2002,Drama,Fernando León de Aranoa,7.1,36,-3853598
52015,2010,Drama,Jim Mickle,6.2,285,-616755
34941,1997,Drama,Stephen T. Kay,6.7,7,0
227975,2014,Drama,Karim Aïnouz,6.4,31,0
60422,2011,Comedy,Sam Levinson,6.2,37,-3644312
81390,2011,Adventure,Julian Gilbey,6.2,157,21345000
10981,2003,Comedy,Vincenzo Natali,5.8,38,0
225235,2013,Drama,Aleksandr Veledinskiy,7.3,23,4037782
14902,1972,Drama,Peter H. Hunt,7.1,20,0
121676,2012,Thriller,Ruba Nadda,5.2,13,0
22301,1930,Action,James Whale,6.1,19,4050000
20065,2007,Comedy,Edward Burns,5.7,9,-4000000
257087,2016,Horror,Phil Joanou,4.5,118,-4000000
46420,2009,Horror,Sean Byrne,6.6,207,0
114635,2012,Horror,Chris Stokes,4.1,8,-4000000
158150,2012,Comedy,Mark Griffiths,5.2,20,-4000000
251979,2014,Romance,Bruce MacDonald,4.4,21,0
874,1966,Drama,Fred Zinnemann,7.5,89,24450000
10774,1976,Drama,Sidney Lumet,7.7,381,19889877
770,1939,Drama,Victor Fleming,7.7,970,396176459
266102,2014,Drama,Richard Raymond,6.5,18,0
29715,1965,War,Sam Peckinpah,6.2,38,-3785127
25209,1950,Action,George Sidney,7.3,22,4231215
37495,2010,Comedy,Chris Morris,7.0,423,3302314
29262,2005,Drama,Andrucha Waddington,6.7,9,0
34769,2009,Drama,Peter Stebbings,6.5,195,-3455538
35032,1948,Music,Vincente Minnelli,6.6,17,-744000
5178,2009,Drama,Dagur Kári,6.0,21,-3800000
8618,2006,Comedy,Nicholas Hytner,6.6,66,9401952
3116,1969,Drama,John Schlesinger,7.4,299,41185053
9427,1997,Comedy,Peter Cattaneo,6.8,363,254350122
813,1980,Comedy,Jerry Zucker,7.1,1074,79953539
352978,2015,Thriller,Kevin Carraway,5.3,11,-5000000
10634,1995,Comedy,F. Gary Gray,7.0,503,24715918
9516,1993,Drama,Albert Hughes,7.2,173,24400000
16288,1987,Horror,Michael Gornick,5.9,129,10500000
23330,1970,Action,Sam Peckinpah,6.9,47,1283054
18900,1967,Crime,Richard Brooks,7.4,82,9507551
27029,1959,Drama,Fred Zinnemann,7.4,46,9300000
26268,1966,Action,Jack Smight,6.2,35,8500000
573,1972,Crime,Alfred Hitchcock,7.1,158,9100000
310131,2016,Mystery,Robert Eggers,6.3,1434,36923945
40505,1998,Action,Michael Martin,5.4,8,0
11363,1996,Comedy,Edward Burns,5.7,70,5982579
3033,1998,Drama,Bill Condon,6.8,81,-3548372
25376,2009,Crime,Juan José Campanella,7.8,626,31965843
22007,2008,Horror,Gideon Raff,4.8,36,0
765,1987,Horror,Sam Raimi,7.6,742,2323044
10615,2001,Action,Louis C.K.,5.4,43,0
205321,2013,TV Movie,Anthony C. Ferrante,3.8,476,-1000000
89540,1999,Drama,Salvador Carrasco,5.4,4,0
46146,2010,Fantasy,André Øvredal,6.7,583,659678
38007,2006,Comedy,Robert Cary,5.8,9,0
14256,2006,Comedy,Adam Rapp,6.7,28,-3386217
540,2004,Action,Angela Robinson,5.6,90,-3500000
370464,2016,Crime,Warren P. Sonoda,2.9,7,0
20055,2008,Crime,Amanda Gusack,5.2,10,-3500000
224569,1999,Action,Avi Nesher,2.0,1,0
395766,2016,Drama,Nick Murphy ,0.0,0,0
39303,2009,Horror,Charles Adelman,4.6,10,-3500000
142061,2013,Action,Jay Oliva,7.9,419,-3500000
370662,2015,Documentary,Charles Ferguson,0.0,0,-3500000
252360,2013,Action,Uwe Boll,3.3,19,-3500000
256740,2014,Action,Mark Young,5.3,37,-3500000
299145,2015,Drama,"Daniel Petrie, Jr.",5.0,11,0
241766,2014,Crime,Antonio Simoncini,3.6,6,-3440000
12535,1977,Comedy,Mel Brooks,6.5,84,27663038
1667,2005,Documentary,Luc Jacquet,6.9,358,119392239
50839,2011,Thriller,J.C. Chandor,6.7,524,16004039
86549,2011,Drama,Eldar Rapaport,6.2,15,0
13973,2008,Comedy,Clark Gregg,6.0,127,830137
244786,2014,Drama,Damien Chazelle,8.3,4254,9792000
598,2002,Drama,Fernando Meirelles,8.1,1814,27341770
11129,1999,Comedy,Justin Kerrigan,6.8,97,3400000
75861,2015,Drama,Nathan Frankowski,6.8,47,-3400000
13551,2006,Mystery,Karen Moncrieff,6.4,66,0
103663,2012,Drama,Thomas Vinterberg,7.9,927,13000000
850,1983,Comedy,Bob Clark,7.4,344,19294144
12586,2006,Drama,Alejandro Monteverde,6.7,37,0
11564,1982,Action,Mark L. Lester,6.2,66,-4300000
301748,2014,Comedy,Jonathan Silverman,4.1,9,-3255000
108346,1999,Romance,Eric Styles,8.0,1,-1999993
8841,2008,Drama,Laurent Cantet,6.8,174,28814580
805,1968,Horror,Roman Polanski,7.5,863,30195426
11697,1962,Western,John Ford,7.4,265,4800000
22051,2009,Drama,Max Mayer,6.9,150,2277396
436,2004,Drama,Joshua Marston,6.9,101,0
55347,2010,Drama,Mike Mills,6.8,347,2132926
10070,2005,Action,John Gulager,6.1,160,658573
8469,1978,Comedy,John Landis,7.0,418,138300000
658,1964,Adventure,Guy Hamilton,7.2,987,122381062
125490,2012,Science Fiction,Brandon Cronenberg,5.7,112,-2400000
1585,1946,Drama,Frank Capra,8.0,1076,6464124
627,1996,Drama,Danny Boyle,7.8,2655,12491080
23618,2000,Comedy,Spike Lee,6.3,15,0
41436,2010,Horror,Tod Williams,5.7,722,174512032
10162,1998,Comedy,Kirk Jones,7.4,54,0
1430,2002,Documentary,Michael Moore,7.3,453,31564473
259943,2014,Drama,Zhang Yimou,6.9,49,0
10014,1985,Horror,Jack Sholder,5.7,361,26999213
11257,1985,Drama,James Ivory,6.9,156,17966644
158015,2013,Science Fiction,James DeMonaco,6.0,2428,86328627
82507,2012,Horror,Scott Derrickson,6.7,1573,74712439
20337,2002,Comedy,Martin Lawrence,5.0,1,16184015
261,1958,Drama,Richard Brooks,7.6,165,14570324
1685,1970,Adventure,Ted Post,6.2,361,15999718
20737,1997,Comedy,Charles Martin Smith,5.3,106,20144499
10991,2000,Adventure,Michael Haigney,5.9,137,52411275
10225,1986,Horror,Tom McLoughlin,5.7,216,16472057
826,1957,Drama,David Lean,7.7,542,30300000
34086,1990,Comedy,Patrick Read Johnson,4.7,25,12369573
5854,1976,Comedy,Alfred Hitchcock,6.7,86,5900000
284,1960,Comedy,Billy Wilder,8.1,483,22000000
10285,1993,Fantasy,Adam Marcus,4.2,193,12938065
5780,1966,Mystery,Alfred Hitchcock,6.4,120,10000000
292,2005,Comedy,Michel Gondry,6.4,28,8718595
223485,2015,Romance,John Maclean,6.6,367,229094
29463,1985,Drama,Michael Schultz,7.0,11,-3000000
18065,2009,Action,Benny Boom,5.3,36,0
22013,1960,Drama,Richard Brooks,7.3,41,7400000
821,1961,Drama,Stanley Kramer,7.6,155,7000000
53862,1999,Comedy,David Raynr,4.5,4,9016377
3089,1948,Western,Howard Hawks,7.3,82,6012000
30139,2006,Comedy,Nnegest Likké,3.7,10,0
132344,2013,Romance,Richard Linklater,7.4,568,8176469
15582,1987,Comedy,Christopher Leitch,3.8,46,0
15158,1988,Action,Don Coscarelli,6.3,94,4282851
44634,2004,Drama,Michael Schultz,5.0,3,3804016
30309,2002,Comedy,Patricia Cardoso,5.8,19,0
7509,2005,Drama,Deepa Mehta,6.8,34,10422387
10557,1999,Comedy,Damien O'Donnell,6.5,59,24400000
23531,2000,Comedy,Peter M. Cohen,3.1,11,-3000000
28005,1996,Drama,Mira Nair,5.7,35,1109095
40247,2010,Comedy,Nicole Holofcener,6.0,57,-3000000
252,1971,Family,Mel Stuart,7.4,798,1000000
24126,1993,Fantasy,Anthony Hickox,5.2,38,0
13982,1997,Comedy,Tom Schulman,5.4,39,0
16642,1978,Drama,Terrence Malick,7.6,234,0
17734,2001,Drama,Jill Sprecher,6.4,25,0
18892,1999,Comedy,Darren Stein,5.9,90,76820
549,1996,Drama,Julian Schnabel,6.6,94,49144
121986,2013,Comedy,Noah Baumbach,7.2,345,4069826
868,2005,Crime,Gavin Hood,6.9,94,6879971
10683,1998,Comedy,Todd Solondz,7.4,194,-192610
17995,2003,Comedy,George Gallo,6.1,4,0
246403,2014,Comedy,Kevin Smith,5.1,366,-973295
670,2003,Drama,Park Chan-wook,8.0,1945,11980005
35691,2010,Action,David Nixon,6.5,37,0
49010,2011,Action,Jason Eisener,5.7,211,-2251547
317930,2016,Action,Enrique Begné,5.2,17,-3000000
11229,1996,Comedy,Matthew Bright,6.5,95,-3000000
22488,2006,TV Movie,Michael Landon Jr.,5.8,12,0
24469,2009,Drama,Andrea Arnold,6.9,250,-642148
82533,2012,Comedy,Whit Stillman,5.6,67,0
50942,1998,Horror,Stuart Gillard,4.0,21,0
84174,2012,Comedy,Leslye Headland,5.3,444,8947954
34099,2004,Drama,Bobby Roth,3.7,3,0
79940,2012,Comedy,Tim Heidecker,5.2,34,0
342,2004,Comedy,Marco Kreuzpaintner,6.7,59,-2700000
281230,2014,War,Michael Worth,6.3,2,0
38033,2010,Horror,Deon Taylor,3.9,37,0
100975,1999,Drama,Jason Alexander,5.8,5,-3000000
38541,2011,Science Fiction,Xavier Gens,5.7,197,-2978000
39563,2009,Drama,Conor McPherson,6.1,15,0
234212,2015,Thriller,Will Canon,4.9,148,387000
27404,2005,Comedy,Philip Zlotorynski,3.0,5,0
170480,2010,Comedy,Lance Kawas,0.0,0,0
71866,2009,Drama,Francesca Gregorini,5.4,32,0
192210,2013,Action,Márcio Garcia,5.2,18,-3000000
180296,2014,Comedy,David Wain,5.3,171,0
157058,2013,Comedy,Craig Moss,2.9,28,0
70006,2011,Drama,Michael Jai White,5.8,136,-3000000
26039,1967,Action,John Boorman,7.1,95,700000
79587,2009,Drama,Paolo Monico,0.0,0,-3
176077,2013,Thriller,Youssef Delara,4.8,14,0
260947,2014,Mystery,Darin Scott,4.6,16,-3000000
342502,2015,Thriller,Christian Sesma,2.8,10,-3000000
43213,2009,Action,Brian Caunter,6.1,5,-3200000
44594,2010,Comedy,Chris D'Arienzo,6.3,22,0
666,1998,Drama,Walter Salles,7.6,126,2696708
248,1961,Comedy,Frank Capra,7.3,25,2100000
325173,2015,Crime,Isaac Florentine,4.9,54,0
55831,2005,Comedy,,6.8,3,0
351043,2015,Thriller,Michael Polish,4.1,52,-3000000
43942,2010,Documentary,Heidi Ewing,6.6,36,-2896265
10226,2003,Horror,Alexandre Aja,6.6,271,0
66942,2011,Romance,Leon Ford,6.1,34,-2902660
356483,2015,Thriller,Hank Braxtan,4.3,12,0
10476,2005,Drama,Craig Brewer,6.9,99,15563727
239,1959,Comedy,Billy Wilder,8.0,808,22116152
10281,1988,Horror,John Carl Buechler,5.3,192,16370001
630,1939,Adventure,Victor Fleming,7.4,1642,30977967
3034,1974,Comedy,Mel Brooks,7.7,854,83473333
13025,2007,Horror,George A. Romero,5.4,190,3364858
21461,2006,Comedy,Rajkumar Hirani,7.6,44,0
55306,1997,Drama,Victor Nunez,6.5,19,0
17264,1979,Adventure,Carroll Ballard,7.0,59,35099643
16016,2008,Action,Kresten Vestbjerg Andersen,4.9,10,0
15875,1963,Adventure,John Ford,6.0,30,3914000
5900,1996,Comedy,Alex van Warmerdam,7.0,3,0
43306,1944,Drama,Victor Fleming,6.0,8,2736000
11072,1974,Western,Mel Brooks,7.2,609,116900000
9730,1984,Horror,Joseph Zito,5.9,237,30380880
209274,2013,Drama,Paweł Pawlikowski,7.1,260,8540720
26371,1987.0,Drama,James Ivory,7.1,61,0
14137,2006.0,Comedy,Frank Sebastiano,5.3,22,0
291,2004.0,Documentary,Stacy Peralta,7.6,23,566000
14139,2007.0,Science Fiction,Nacho Vigalondo,7.0,308,-2046802
33106,2009.0,Action,Ning Hao,7.4,13,0
8875,2007.0,Horror,Tony Giglio,5.2,38,-2600000
872,1952.0,Comedy,Stanley Donen,7.8,727,4659200
72914,2010.0,Documentary,Joe Cross,7.1,47,0
139038,2013.0,Comedy,Michael Tiddes,5.4,516,57641683
126509,2012.0,Documentary,John Sullivan,4.6,19,30900000
9591,1996.0,Comedy,Tom Hanks,6.8,225,34585416
10676,1982.0,Horror,Tommy Lee Wallace,5.0,229,11900000
1687,1971.0,Action,Don Taylor,6.3,264,9848905
24748,1963.0,Action,Martin Ritt,7.5,66,7500000
181330,2013.0,Comedy,Leslie Small,7.1,95,32230907
468,1991.0,Drama,Gus Van Sant,7.1,212,-2500000
401,2004.0,Comedy,Zach Braff,7.1,618,24281723
76,1995.0,Drama,Richard Linklater,7.7,959,3035405
50538,2003.0,Horror,Éric Tessier,6.9,8,0
25636,1999.0,Comedy,Alison Maclean,6.7,22,0
19316,2004.0,Comedy,Alice Wu,6.8,32,0
21074,2007.0,Drama,Sarah Gavron,5.2,15,0
84329,2012.0,Science Fiction,Jake Schreier,6.8,450,825038
20,2003.0,Drama,Isabel Coixet,7.2,77,9726954
157386,2013.0,Comedy,James Ponsoldt,6.8,1048,4354611
13007,2008.0,Comedy,Larry Charles,7.2,197,0
13518,2008.0,Documentary,Joshua Tickell,7.0,3,0
116584,2006.0,Drama,Tim Boxell,7.0,1,0
46849,2007.0,Drama,Michael D. Sellers,7.1,7,-2428096
40428,2010.0,Documentary,Reed Cowan,5.5,6,0
17334,2008.0,Comedy,James Dodson,6.1,50,-14000000
1698,2000.0,Horror,Stefan Ruzowitzky,6.1,61,0
20764,2008.0,Drama,Alex Rivera,6.0,40,-2392441
45132,2010.0,Comedy,James Gunn,6.6,441,-2175862
76706,2010.0,Comedy,John Murlowski,5.0,15,0
254472,2015.0,Comedy,Benni Diez,4.9,63,-2500000
332285,2016.0,Horror,Danny Perez,4.8,40,-35000000
49471,1996.0,Drama,Spike Lee,7.0,11,3331103
13569,2006.0,Drama,Robby Henson,4.8,21,0
7512,2006.0,Adventure,Mike Judge,6.3,664,-29504697
356216,2015.0,Crime,Zackary Adler,4.5,19,-2500000
11798,2006.0,Drama,Shane Meadows,7.4,363,5796544
146631,2012.0,Action,Dominic Burns,3.1,47,-2500000
43546,1944.0,Comedy,George Sidney,7.0,4,4531000
61038,2011.0,Drama,Carmen Marron,4.6,5,-2450000
78373,1998.0,Comedy,Tim McCanlies,10.0,1,565592
17820,1951.0,Music,George Sidney,6.9,18,8700000
74457,2011.0,Drama,Mario Van Peebles,4.7,6,0
283384,2014.0,Thriller,Jason Stone,5.6,88,0
19933,1987.0,Fantasy,Jerry Rees,6.7,93,-2000000
756,1940.0,Animation,David Hand,7.2,808,81040000
433715,2014.0,Thriller,Jaco Booyens,0.0,0,0
9728,1982.0,Horror,Steve Miner,5.7,254,32690067
9731,1985.0,Horror,Danny Steinmann,5.1,196,19730418
9916,2007.0,Drama,Michael Landon Jr.,6.2,11,0
309425,2015.0,Fantasy,Jon Gunn,6.6,48,0
14156,2008.0,Thriller,Hayley Cloake,5.7,5,0
43610,1945.0,Drama,Tay Garnett,5.8,4,6972000
360339,2015.0,Thriller,Shyam Madiraju,5.6,19,-2300000
31163,2005.0,Comedy,Harmage Singh Kalirai,3.5,5,0
297621,2014.0,Romance,Rita Merson,5.4,12,0
16205,2007.0,Action,Jon Knautz,5.7,59,0
887,1946.0,Drama,William Wyler,7.6,143,21550000
9517,2001.0,Crime,Larry Clark,6.7,125,480811
6007,2001.0,Comedy,Petter Næss,7.0,51,0
364083,2015.0,Drama,Robert Fontaine,0.0,0,-2096670
8329,2007.0,Horror,Jaume Balagueró,7.1,934,28948000
69640,2010.0,Drama,Patricia Cardoso,4.5,4,0
347548,2015.0,Thriller,Neil Mcenery-West,5.1,36,0
322443,2015.0,Adventure,Anthony O'Brien,4.1,15,0
657,1963.0,Action,Terence Young,6.9,760,76898765
28165,1989.0,Comedy,Lloyd Kaufman,5.3,39,0
11561,1973.0,Comedy,Woody Allen,7.0,200,16344729
270303,2015.0,Horror,David Robert Mitchell,6.6,1832,12674076
11624,1972.0,Comedy,Woody Allen,6.6,215,16016290
595,1962.0,Crime,Robert Mulligan,8.0,657,11129846
8810,1981.0,Adventure,George Miller,7.3,957,22600832
12207,1994.0,Action,Liu Chia-Liang,7.2,242,0
226,1999.0,Crime,Kimberly Peirce,7.2,353,9540607
92182,2011.0,Horror,Chris Kentis,5.2,125,11101672
582,2006.0,Drama,Florian Henckel von Donnersmarck,7.9,958,68000000
72213,2011.0,Drama,Alex Kendrick,6.8,77,33522221
990,1961.0,Drama,Robert Rossen,7.6,240,5600000
55604,1940.0,Adventure,Jack Conway,6.5,8,7172000
9662,2003.0,Adventure,Sylvain Chomet,7.3,231,-6522324
20862,1998.0,Drama,Chris Eyre,6.6,24,0
2771,2003.0,Comedy,Shari Springer Berman,7.1,120,6003587
80,2004.0,Drama,Richard Linklater,7.6,718,13292615
55,2000.0,Drama,Alejandro González Iñárritu,7.6,521,18908467
11023,2003.0,Crime,Catherine Hardwicke,6.7,339,2601043
33667,1947.0,Drama,Elia Kazan,6.8,47,5800000
39013,2010.0,Drama,Debra Granik,6.8,565,11831503
11194,2003.0,Documentary,Kevin Macdonald,7.6,138,13885802
43839,1938.0,Drama,Henry King,4.8,6,2000000
1382,2005.0,Comedy,Miranda July,7.0,107,0
44639,2010.0,Documentary,Charles Ferguson,7.7,286,5871522
301351,2015.0,Drama,Max Joseph,6.3,658,5122090
4816,1999.0,Crime,Jim Jarmusch,7.2,298,0
7873,2005.0,Crime,David Ayer,6.3,197,3967038
331190,2015.0,Crime,Jerry Jameson,5.6,92,801508
15186,2002.0,Comedy,Steven Soderbergh,4.8,26,506446
17994,1986.0,Horror,Kevin Tenney,5.9,58,0
1378,2006.0,Romance,John Cameron Mitchell,6.3,140,3179037
8885,2008.0,Drama,Ari Folman,7.8,291,9125849
12901,2007.0,Documentary,Charles Ferguson,7.2,23,-568377
250124,2015.0,Drama,Marielle Heller,6.8,279,-522998
14284,2007.0,Documentary,David Sington,7.6,31,-2000000
57120,2010.0,Drama,Kelly Reichardt,6.5,77,876302
12228,2005.0,History,Fenton Bailey,6.8,31,-1346379
22617,2000.0,Drama,Bob Giraldi,7.1,19,0
55561,1997.0,Comedy,Jill Sprecher,5.6,13,0
42889,2010.0,Comedy,Huck Botko,4.6,19,-1436294
10656,1985.0,Action,Luc Besson,6.3,86,-1609341
24363,2005.0,Comedy,David Duchovny,6.1,23,0
13121,2007.0,Comedy,Mitchell Lichtenstein,5.2,210,0
24746,1998.0,Action,Lance Mungia,5.8,36,-1875506
12109,2004.0,Drama,Michael Dowse,7.1,52,-1879380
27023,2009.0,Comedy,Hue Rhodes,5.9,18,-3688269
22913,1997.0,Comedy,Shane Meadows,6.3,10,0
273899,2015.0,Drama,Roland Emmerich,5.2,32,-13312326
20653,2008.0,Animation,,6.7,3,-5900000
67373,2005.0,Drama,Danny Provenzano,5.0,1,0
171759,2013.0,Adventure,Bill Muir,5.6,13,0
206296,2014.0,Comedy,Richard LaGravenese,5.5,143,0
35219,2009.0,Comedy,Noah Buschel,6.4,9,0
28260,1993.0,Comedy,Brian Yuzna,5.9,88,-1945793
7515,2005.0,Drama,Hunter Richards,6.1,96,0
13075,2006.0,Drama,Laurie Collyer,6.3,41,-1377194
335866,2015.0,Horror,Aaron Hann,6.0,333,0
13510,2008.0,Horror,James Watkins,6.7,406,3983997
215881,2013.0,Thriller,Catherine Hardwicke,5.4,40,0
18238,2009.0,Horror,Phil Claydon,5.3,124,0
22600,2008.0,Drama,Ralph Ziman,6.8,16,0
12612,2004.0,Thriller,John Simpson,6.9,18,0
50698,2011.0,Thriller,Colin Minihan,6.1,381,-1000000
115210,2012.0,Horror,Conor McMahon,5.5,92,-5000
34335,2010.0,Crime,Chris Shadley,5.2,84,-2000000
459488,2015.0,Documentary,Simon Napier-Bell,0.0,0,-2
11302,1971.0,Comedy,Woody Allen,6.7,165,9833696
119458,2012.0,Thriller,Simon Yin,3.5,2,0
20406,2007.0,Action,Jeff Crook,5.8,2,0
3766,1947.0,Crime,Orson Welles,7.2,102,-2300000
18616,2008.0,Horror,Dave Payne,4.4,27,-2000000
18808,2002.0,Action,James Cox,5.6,37,-14000000
95755,2012.0,Comedy,Jonas Åkerlund,5.7,50,-2000000
198062,2013.0,Comedy,Brad Copeland,6.7,45,0
188652,2013.0,Comedy,Paul Bunnell,6.6,8,0
174311,2013.0,Comedy,Phil Morrison,5.3,36,0
12602,1967.0,Mystery,Harald Reinl,6.3,12,0
153795,2013.0,Comedy,James Cox,5.2,46,-7000000
17768,1966.0,Comedy,Richard Lester,6.1,24,0
13516,2007.0,Documentary,Michael Moore,5.9,10,0
98549,2011.0,Action,Tanner Beard,3.9,8,0
312793,2015.0,Science Fiction,Scott Dow,4.2,35,0
309919,2015.0,Thriller,Derick Martini,4.4,24,-2000000
299553,2015.0,Thriller,Jerry Dugan,4.4,19,-2000000
21309,1986.0,Crime,Tim Hunter,6.7,59,-19000000
32235,2003.0,Fantasy,Michael Polish,6.7,24,0
329540,2015.0,Thriller,William Kaufman,5.8,49,-1950000
26388,2010.0,Drama,Rodrigo Cortés,6.6,827,17164830
49020,2011.0,Drama,Richard Ayoade,7.4,443,864659
159037,2013.0,Documentary,Jehane Noujaim,7.8,55,0
12838,2006.0,Drama,Jean-Marc Barr,5.8,12,0
157293,2013.0,Drama,Remo D'Souza,5.6,10,222000
14048,2008.0,Thriller,James Marsh,7.5,275,2957978
356987,2015.0,Drama,John Laing,5.8,27,0
295886,2015.0,Drama,Jamal Hill,6.9,21,-1900000
38358,2010.0,Horror,Daniel Stamm,5.6,328,65938090
33511,2009.0,Drama,Sam Taylor-Johnson,7.2,244,0
702,1951.0,Drama,Elia Kazan,7.6,281,6200000
935,1964.0,Drama,Stanley Kubrick,8.0,1442,7640272
542,2002.0,Drama,Carlos Carrera,6.2,36,-1800000
84175,2012.0,Drama,Benh Zeitlin,6.8,403,19307746
1705,1973.0,Action,J. Lee Thompson,5.5,215,7144595
62677,2001.0,Drama,Maggie Greenwald,5.6,9,0
50875,2011.0,Drama,Vera Farmiga,5.3,14,-1158267
260778,2015.0,Comedy,Vijay Chandar,6.7,5,0
58492,2011.0,Comedy,Morgan Spurlock,6.4,88,621951
44562,1993.0,Comedy,Jonathan Wacks,5.5,12,0
37232,2003.0,Adventure,Khyentse Norbu,6.8,9,0
4929,1968.0,Western,Ted Post,6.7,192,5000000
36334,1952.0,Crime,Richard Brooks,6.9,17,0
9783,2007.0,Horror,Tony Krantz,5.3,33,0
386826,2016.0,Thriller,Mitchell Altieri,0.0,0,0
205126,2013.0,Action,W.D. Hogan,4.2,22,-1800000
98557,2012.0,Comedy,Corey Grant,5.0,4,-1800000
104,1998.0,Action,Tom Tykwer,7.2,664,5737585
10894,2002.0,Drama,Lucky McKee,6.3,152,-349723
246449,2013.0,Adventure,Richard Boddington,4.9,19,-1493619
32579,2008.0,Drama,Patricia Riggen,7.0,28,23311391
1688,1972.0,Action,J. Lee Thompson,6.1,236,8000000
1999,2001.0,Drama,Todd Field,6.4,89,-1700000
43947,2010.0,Thriller,Steven R. Monroe,6.3,519,-1427191
24066,1999.0,Comedy,Mark Illsley,5.5,39,243649
9709,2004.0,Drama,Paweł Pawlikowski,6.0,59,0
191714,2013.0,Drama,Ritesh Batra,7.3,221,3235151
25312,2005.0,Drama,Sally Potter,5.9,7,0
34106,1938.0,Comedy,Frank Capra,7.2,79,5788365
11426,1953.0,War,Fred Zinnemann,7.2,133,28850000
13909,1949.0,Western,John Ford,7.1,61,3800000
206284,2013.0,Drama,Brad J. Silverman,6.0,24,0
